Gold_Ingredient_Name,CAS_Number,Banned_in_California,Banned_in_Taiwan,Banned_in_EU,Aliases,Notes
Hexahydrocyclopenta[C]Pyrrole-1-(1H)-Ammonium N-Ethoxycarbonyl-N-(P-Tolylsulfonyl)Azanide,,No,No,Yes,,(EC) 2009/1223
Hexamethylphosphoric Triamide,680-31-9,No,Yes,No,,
Hexamethylphosphoric-Triamide,680-31-9,No,No,Yes,,(EC) 2009/1223
Hexan-2-One (Methyl Butyl Ketone),591-78-6,No,No,Yes,,(EC) 2009/1223
Hexane,110-54-3,No,No,Yes,,(EC) 2009/1223
Hexapropymate,358-52-1,No,Yes,No,,
Hexapropymate (Inn),358-52-1,No,No,Yes,,(EC) 2009/1223
Hirudo,,No,Yes,No,,
"Hydrastine, Hydrastinine And Their Salts","118-08-1, 6592-85-4",No,No,Yes,,(EC) 2009/1223
Hydrazides And Their Salts E.G. Isoniazid,54-85-3,No,Yes,No,,
Hydrazides And Their Salts E.G. Isoniazid (Inn),54-85-3,No,No,Yes,,(EC) 2009/1223
"Hydrazine, Its Derivatives And Their Salts",302-01-2,No,Yes,Yes,,(EC) 2009/1223
"Hydroabietyl Alcohol, When Used As A Fragrance Ingredient","26266-77-3, 13393-93-6",No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C1-3, If They Contain > 0.1% W/W Butadiene",68527-16-2,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C1-4, Debutanizer Fraction, If They Contain > 0.1% W/W Butadiene",68527-19-5,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C1-4, If They Contain > 0.1% W/W Butadiene",68514-31-8,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C1-4, Sweetened, If They Contain > 0.1% W/W Butadiene",68514-36-3,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C11-17, Solvent-Extd. Light Naphthenic, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",97722-08-2,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C12-20, Hydrotreated Paraffinic, Distn. Lights, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",97675-86-0,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C13-27, Solvent-Extd. Light Naphthenic, If They Contain > 3 % W/W Dmso Extract",97722-09-3,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C13-30, Arom.-Rich, Solvent-Extd. Naphthenic Distillate, If They Contain > 3 % W/W Dmso Extract",95371-04-3,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C14-29, Solvent-Extd. Light Naphthenic, If They Contain > 3 % W/W Dmso Extract",97722-10-6,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C16-20, Hydrotreated Middle Distillate, Distn. Lights, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",97675-85-9,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C16-20, Solvent-Dewaxed Hydrocracked Paraffinic Distn. Residue",97675-88-2,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C16-32, Arom. Rich, Solvent-Extd. Naphthenic Distillate, If They Contain > 3 % W/W Dmso Extract",95371-05-4,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C17-30, Hydrotreated Distillates, Distn. Lights, If They Contain > 3 % W/W Dmso Extract",97862-82-3,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C17-30, Hydrotreated Solvent-Deasphalted Atm. Distn. Residue, Distn. Lights, If They Contain > 3 % W/W Dmso Extract",97675-87-1,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C17-40, Hydrotreated Solvent-Deasphalted Distn. Residue, Vacuum Distn. Lights, If They Contain > 3 % W/W Dmso Extract",97722-06-0,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C2-4, C3-Rich, If They Contain > 0.1% W/W Butadiene",68476-49-3,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C2-4, If They Contain > 0.1% W/W Butadiene",68606-25-7,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C20-50, Residual Oil Hydrogenation Vacuum Distillate, If They Contain > 3 % W/W Dmso Extract",93924-61-9,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C20-50, Solvent Dewaxed Heavy Paraffinic, Hydrotreated, If They Contain > 3 % W/W Dmso Extract",90640-95-2,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C20-58, Hydrotreated, If They Contain > 3 % W/W Dmso Extract",97926-70-0,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C26-55, Arom.-Rich",97722-04-8,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C27-42, Dearomatized, If They Contain > 3 % W/W Dmso Extract",97862-81-2,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C27-42, Naphthenic, If They Contain > 3 % W/W Dmso Extract",97926-71-1,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C27-45, Dearomatised, If They Contain > 3 % W/W Dmso Extract",97926-68-6,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C27-45, Naphthenic Vacuum Distn,. If They Contain > 3 % W/W Dmso Extract",97862-83-4,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C3, If They Contain > 0.1% W/W Butadiene",68606-26-8,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C3-4, If They Contain > 0.1% W/W Butadiene",68476-40-4,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C3-4-Rich, Petroleum Distillate, If They Contain > 0.1% W/W Butadiene",68512-91-4,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C37-65, Hydrotreated Deasphalted Vacuum Distn. Residues, If They Contain > 3 % W/W Dmso Extract",95371-08-7,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C37-68, Dewaxed Deasphalted Hydrotreated Vacuum Distn. Residues, If They Contain > 3 % W/W Dmso Extract",95371-07-6,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C4, 1,3 -Butadiene- And Isobutene-Free, If They Contain > 0.1% W/W Butadiene",95465-89-7,No,Yes,No,,
"Hydrocarbons, C4, 1,3-Butadiene- And Isobutene-Free, If They Contain > 0.1% W/W Butadiene",95465-89-7,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C4, If They Contain > 0.1% W/W Butadiene",87741-01-3,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C4, Steam-Cracker Distillate, If They Contain > 0.1 % W/W Butadiene",92045-23-3,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, C4-5, If They Contain > 0.1% W/W Butadiene",68476-42-6,No,No,Yes,,(EC) 2009/1223
"Hydrocarbons, Hydrocracked Paraffinic Distn. Residues, Solvent-Dewaxed, If They Contain > 3 % W/W Dmso Extract",93763-38-3,No,No,Yes,,(EC) 2009/1223
"Hydrofluoric Acid, Its Normal Salts, Its Complexes And Hydrofluorides With Exception Of Those Given In Annex Iii",7664-39-3,No,No,Yes,,(EC) 2009/1223
Hydrogen Cyanide And Its Salts,74-90-8,No,Yes,Yes,,(EC) 2009/1223
Hydrogen Peroxide,7722-84-1,No,Yes,No,,使用於染髮、燙髮及牙齒美白產品當氧化劑除外. 
Hydroxy-8-Quinoline And Its Sulfate,148-24-3/134-31-6,No,Yes,No,,"使用於染髮、燙髮產品中, 用作Hydrogen peroxide 之安定劑不得超過0.03%(以base計). "
"Hydroxy-8-Quinoline And Its Sulphate Bis(8-Hydroxyquinolinium) Sulphate, Except For The Uses Of The  Sulphate Provided For In Entry 51 Of Annex Iii","148-24-3, 134-31-6",No,No,Yes,,(EU) 2019/1966
"Hydroxyethyl-2,6-Dinitro-P-Anisidine And Its Salts",122252-11-3,No,Yes,No,,
"Hydroxyethyl-2,6-Dinitro-P-Anisidine And Its Salts, When Used As A Substance In Hair Dye Products",122252-11-3,No,No,Yes,,(EC) 2009/1223
Hydroxyethylaminomethyl-P-Aminophenol And Its Salts,110952-46-0/135043-63-9,No,Yes,No,,
"Hydroxyethylaminomethyl-P-Aminophenol And Its Salts, When Used As A Substance In Hair Dye Products","110952-46-0, 135043-63-9",No,No,Yes,,(EC) 2009/1223
Hydroxylamine,7803-49-8,No,No,Yes,,(EU) 2019/831
Hydroxylamine 4-Methylbenzenesulfonate,"10046-00-1, 20845-01-6, 19098-16-9, 53933-48-5",No,No,Yes,,(EU) 2019/831
Hydroxylamine Dihydrogenphosphate,"10046-00-1, 20845-01-6, 19098-16-9, 53933-48-5",No,No,Yes,,(EU) 2019/831
Hydroxylamine Hydrochloride,"5470-11-1, 10039-54-0",No,No,Yes,,(EU) 2019/831
Hydroxylamine Phosphate,"10046-00-1, 20845-01-6, 19098-16-9, 53933-48-5",No,No,Yes,,(EU) 2019/831
Hydroxylamine Sulfate (2:1),"5470-11-1, 10039-54-0",No,No,Yes,,(EU) 2019/831
Hydroxylamine Sulfate(1:1),"10046-00-1, 20845-01-6, 19098-16-9, 53933-48-5",No,No,Yes,,(EU) 2019/831
Hydroxylammonium Chloride,"5470-11-1, 10039-54-0",No,No,Yes,,(EU) 2019/831
Hydroxylammonium Hydrogensulfate,"10046-00-1, 20845-01-6, 19098-16-9, 53933-48-5",No,No,Yes,,(EU) 2019/831
Hydroxylammonium Nitrate,13465-08-2,No,No,Yes,,(EU) 2019/831
Hydroxypyridinone And Its Salts,822-89-9,No,Yes,No,,
"Hydroxypyridinone And Its Salts, When Used As A Substance In Hair Dye Products",822-89-9,No,No,Yes,,(EC) 2009/1223
Hydroxyzine,68-88-2,No,Yes,No,,
Hydroxyzine (Inn),68-88-2,No,No,Yes,,(EC) 2009/1223
Hymexazol (Iso),10004-44-1,No,No,Yes,,(EU) 2021/1902
"Hyoscine, Its Salts And Derivatives",51-34-3,No,Yes,Yes,,(EC) 2009/1223
Hyoscyami Semen,,No,Yes,No,,
"Hyoscyamine, Its Salts And Derivatives",101-31-5,No,Yes,Yes,,(EC) 2009/1223
Hyoscyamus Niger L.,84603-65-6,No,Yes,No,,
"Hyoscyamus Niger L. (Leaves, Seeds, Powder And Galenical Preparations)",84603-65-6,No,No,Yes,,(EC) 2009/1223
"If The Maximum Theoretical Concentration Of Releasable Formaldehyde, Irrespective Of The Source, In The Mixture As Placed On The Market Is ≥ 0,1 % W/W",70161-44-3,No,No,Yes,,(EU) 2021/1902
Illicium Lanceolatum A.C. Smith,,No,Yes,No,,
Imazalil (Iso),35554-44-0,No,No,Yes,,(EU) 2019/831
Imazamox (Iso),114311-32-9,No,No,Yes,,(EU) 2022/1531
Imidazole,288-32-4,No,No,Yes,,(EU) 2019/831
Imidazolidine-2-Thione (Ethylene Thiourea),96-45-7,No,No,Yes,,(EC) 2009/1223
Imiprothrin (Iso),72963-72-5,No,No,Yes,,(EU) 2021/1902
Impatientis Semen,,No,Yes,No,,
"Imperatorin (9-(3-Methylbut-2-Enyloxy)Furo[3,2-G]Chromen-7-One)",482-44-0,No,No,Yes,,(EC) 2009/1223
"In Sun Protection And In Bronzing Products, Furocoumarines Shall Be Below 1 Mg/Kg","298-81-7, 484-20-8, 3902-71-4",No,No,Yes,,(EC) 2009/1223
Inci: Trimethylbenzoyl Diphenylphosphine Oxide,75980-60-8,No,No,Yes,,(EU) 2025/877
Indium Phosphide,22398-80-7,No,No,Yes,,(EU) 2019/831
"Inorganic Nitrites, With Exception Of Sodium Nitrite",14797-65-0,No,No,Yes,,(EC) 2009/1223
Inproquone,436-40-8,No,Yes,No,,
Inproquone (Inn),436-40-8,No,No,Yes,,(EC) 2009/1223
Iodine,7553-56-2,No,No,Yes,,(EC) 2009/1223
Iodomethane,74-88-4,No,Yes,No,,
Iodomethane (Methyl Iodide),74-88-4,No,No,Yes,,(EC) 2009/1223
Ipconazole (Iso),"125225-28-7, 115850-69-6, 115937-89-8",No,No,Yes,,(EU) 2021/1902
Ipecacuanha,8012-96-2,No,Yes,No,,
"Ipecacuanha (Cephaelis Ipecacuanha Brot. And Related Species) (Roots, Powder And Galenical Preparations)",8012-96-2,No,No,Yes,,(EC) 2009/1223
Iprodione,36734-19-7,No,No,Yes,,(EC) 2009/1223
Iprovalicarb (Iso),140923-17-7,No,No,Yes,,(EU) 2021/1902
Isobutane,75-28-5,No,No,Yes,"Isobutane | Isobutane, If It Contains = >0,1% W/W Butadiene",(EC) 2009/1223
Isobutyl 4-Hydroxybenzoate (Inci: Isobutylparaben) /Sodium Salt Or Salts Of Isobutylparaben,4247-02-3,No,No,Yes,,(EU) 2014/358
Isobutyl Methyl Ketone (Mibk),108-10-1,No,No,Yes,,(EU) 2022/1531
Isobutyl Nitrite,542-56-3,No,No,Yes,,(EC) 2009/1223
Isobutylparaben,2/3/4247,Yes,No,No,,Ban Year: 2025
Isocarboxazid,59-63-2,No,Yes,No,,
Isocarboxazid (Inn),59-63-2,No,No,Yes,,(EC) 2009/1223
Isoflucypram,1255734-28-1,No,No,Yes,,(EU) 2023/1490
Isometheptene  And Its Salts,503-01-5,No,Yes,No,,
Isometheptene (Inn) And Its Salts,503-01-5,No,No,Yes,,(EC) 2009/1223
Isoprenaline,7683-59-2,No,Yes,No,,
Isoprenaline (Inn),7683-59-2,No,No,Yes,,(EC) 2009/1223
Isoprene (Stabilized),78-79-5,No,No,Yes,,(EC) 2009/1223
Isoprene ;,78-79-5,No,Yes,No,,
Isopropyl 3-Chlorocarbanilate,101-21-3,No,No,Yes,,(EU) 2019/831
Isopropyl 4-Hydroxybenzoate (Inci: Isopropylparaben) Sodium Salt Or Sats Of Isopropylparaben,4191-73-5,No,No,Yes,,(EU) 2014/358
Isopropyl [(2S)-3- Methyl-1-{[1-(4- Methylphenyl)Ethyl] Amino}-1-Oxobutan-2- Yl]Carbamate,140923-17-7,No,No,Yes,,(EU) 2021/1902
"Isopropyl [(S)-1-{[(R)-1-(6-Fluoro-1,3-Benzothiazol-2-Yl)Ethyl]Carbamoyl}-2-Methylpropyl]Carbamate",177406-68-7,No,No,Yes,,(EU) 2026/78
Isopropylparaben,4191-73-5,Yes,No,No,,Ban Year: 2025
Isopyrazam,881685-58-1,No,No,Yes,,(EU) 2023/1490
Isosorbide Dinitrate,87-33-2,No,Yes,No,,
Isosorbide Dinitrate (Inn),87-33-2,No,No,Yes,,(EC) 2009/1223
Isoxaflutole,141112-29-0,No,No,Yes,,(EC) 2009/1223
Juniperus Sabina L.,90046-04-1,No,Yes,No,,
"Juniperus Sabina L. (Leaves, Essential Oil And Galenical Preparations)",90046-04-1,No,No,Yes,,(EC) 2009/1223
Ketoconazole,65277-42-1,No,No,Yes,,(EU) 2019/831
Knoxiae Radix,,No,Yes,No,,
Kresoxim-Methyl,143390-89-0,No,No,Yes,,(EC) 2009/1223
Laccaic Acid  And Its Salts,60687-93-6,No,Yes,No,,
"Laccaic Acid (Ci Natural Red 25) And Its Salts, When Used As A Substance In Hair Dye Products",60687-93-6,No,No,Yes,,(EC) 2009/1223
"Lead Acetate, It Trihydrate And Derivatives",6080-56-4,No,Yes,No,,
Lead And Its Compounds,7439-92-1,No,Yes,Yes,,"化粧品於製造過程中, 如因所需使用原料或其他因素, 且技術上無法避免, 致含自然殘留微量時, 則其最終製品中所含不純物重金屬鉛之殘留量, 不得超過10ppm.  | (EC) 2009/1223"
Lenacil (Iso),2164-08-1,No,No,Yes,,(EU) 2019/831
Leptophos,21609-90-5,No,Yes,No,,
Leucomalachite Green,129-73-7,No,No,Yes,,(EU) 2019/831
Lidocaine,137-58-6,No,Yes,No,,
Lidocaine (Inn),137-58-6,No,No,Yes,,(EC) 2009/1223
Linuron (Iso),330-55-2,No,No,Yes,,(EC) 2009/1223
Lithium Heptadecafluorooctanesulfonate,"1763-23-1, 2795-39-3, 70225-14-8, 29081-56-9, 29457-72-5",No,No,Yes,,(EU) 2019/831
Lithium Nickel Dioxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Lithium Perfluorooctane Sulfonate,"29457-72-5, 1763-23-1, 2795-39-3, 70225-14-8, 29081-56-9",Yes,No,Yes,,Ban Year: 2025 | (EU) 2019/831
Lobelia Inflata L. And Its Galenical Preparations,84696-23-1,No,Yes,Yes,,(EC) 2009/1223
Lobeline  And Its Salts,90-69-7,No,Yes,No,,
Lobeline (Inn) And Its Salts,90-69-7,No,No,Yes,,(EC) 2009/1223
Local Anesthetics,,No,Yes,No,,
"Lubricating Greases, Except If The Full Refining History Is Known And It Can Be Shown That The Substance From Which It Is Produced Is Not A Carcinogen",74869-21-9,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), Base Oils, Paraffinic, If They Contain > 3 % W/W Dmso Extract",93572-43-1,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C15-30, Hydrotreated Neutral Oil-Based, If They Contain > 3 % W/W Dmso Extract",72623-86-0,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C17-32, Solvent-Extd., Dewaxed, Hydrogenated, If They Contain > 3 % W/W Dmso Extract",101316-70-5,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C17-35, Solvent-Extd., Dewaxed, Hydrotreated, If They Contain > 3 % W/W Dmso Extract",92045-42-6,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C18-27, Hydrocracked Solvent-Dewaxed, If They Contain > 3 % W/W Dmso Extract",97488-95-4,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C18-40, Solvent-Dewaxed Hydrocracked Distillate-Based, If They Contain > 3 % W/W Dmso Extract",94733-15-0,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C18-40, Solvent-Dewaxed Hydrogenated Raffinate-Based, If They Contain > 3 % W/W Dmso Extract",94733-16-1,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C20-35, Solvent-Extd., Dewaxed, Hydrogenated, If They Contain > 3 % W/W Dmso Extract",101316-71-6,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C20-50, Hydrotreated Neutral Oil-Based, High-Viscosity, If They Contain > 3 % W/W Dmso Extract",72623-85-9,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C20-50, Hydrotreated Neutral Oil-Based, If They Contain > 3 % W/W Dmso Extract",72623-87-1,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C24-50, Solvent-Extd., Dewaxed, Hydrogenated, If They Contain > 3 % W/W Dmso Extract",101316-72-7,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), C>25, Solvent-Extd., Deasphalted, Dewaxed, Hydrogenated, If They Contain > 3 % W/W Dmso Extract",101316-69-2,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils (Petroleum), Hydrocracked Nonarom Solvent-Deparaffined, If They Contain > 3 % W/W Dmso Extract",92045-43-7,No,No,Yes,,(EC) 2009/1223
"Lubricating Oils, If They Contain > 3 % W/W Dmso Extract",74869-22-0,No,No,Yes,,(EC) 2009/1223
Lycoris Radiata Herb.,,No,Yes,No,,
Lysergide   And Its Salts,50-37-3,No,Yes,No,,
Lysergide (Inn) (Lsd) And Its Salts,50-37-3,No,No,Yes,,(EC) 2009/1223
M-Phenylenediamine And Its Salts,"108-45-2, 108-45-2/541-69-5/541-70-8",Yes,Yes,Yes,,Ban Year: 2025 | (EC) 2009/1223
"M-Phenylenediamine, 4-(Phenylazo)-, And Its Salts, When Used As A Substance In Hair Dye Products",495-54-5,No,No,Yes,,(EC) 2009/1223
"M-Phenylenediamine, 4--, And Its Salts",495-54-5,No,Yes,No,,
M-Tolylidene Diisocyanate,26471-62-5,No,Yes,No,,
M-Tolylidene Diisocyanate (Toluene Diisocyanate),26471-62-5,No,No,Yes,,(EC) 2009/1223
Malachite Green,569-64-2,Yes,No,No,,Ban Year: 2027
Malachite Green Hydrochloride,"569-64-2, 18015-76-4",No,No,Yes,,(EC) 2009/1223
Malachite Green Oxalate,"569-64-2, 18015-76-4",No,No,Yes,,(EC) 2009/1223
Malononitrile,109-77-3,No,No,Yes,,(EC) 2009/1223
Mancozeb (Iso),8018-01-7,No,No,Yes,,(EU) 2019/831
Maneb (Iso),12427-38-2,No,No,Yes,,(EU) 2019/831
Manganese Ethylenebis(Dithiocarbamate) (Polymeric),12427-38-2,No,No,Yes,,(EU) 2019/831
Manganese Ethylenebis(Dithiocarbamate) (Polymeric) Complex With Zinc Salt,8018-01-7,No,No,Yes,,(EU) 2019/831
Mannomustine  And Its Salts,576-68-1,No,Yes,No,,
Mannomustine (Inn) And Its Salts,576-68-1,No,No,Yes,,(EC) 2009/1223
"Margosa, Ext. [From The Kernels Of Azadirachta Indica Extracted With Water And Further Processed With Organic Solvents]",84696-25-3,No,No,Yes,,(EU) 2023/1490
Mecamylamine,60-40-2,No,Yes,No,,
Mecamylamine (Inn),60-40-2,No,No,Yes,,(EC) 2009/1223
Mefeclorazine  And Its Salts,1243-33-0,No,Yes,No,,
Mefeclorazine (Inn) And Its Salts,1243-33-0,No,No,Yes,,(EC) 2009/1223
Melamine,108-78-1,No,No,Yes,,(EU) 2023/1490
Mepanipyrim,110235-47-7,No,No,Yes,,(EU) 2019/831
Mephenesin  And Its Esters,59-47-2,No,Yes,No,,
Mephenesin (Inn) And Its Esters,59-47-2,No,No,Yes,,(EC) 2009/1223
Meprobamate,57-53-4,No,Yes,No,,
Meprobamate (Inn),57-53-4,No,No,Yes,,(EC) 2009/1223
Mercury,7439-97-6,Yes,No,No,,Ban Year: 2025
Mercury And Its Compounds,7439-97-6,No,Yes,No,,"1.化粧品防腐劑成分名稱及使用限制表中另有規定者除外. 2.化粧品於製造過程中, 如因所需使用原料或其他等因素, 且技術上無法排除, 致含自然殘留微量之重金屬汞(水銀)時, 則其最終製品中所含不純物重金屬汞(水銀)之殘留量不得超過1ppm. "
"Mercury And Its Compounds, Except Those Special Cases Included In Annex V",7439-97-6,No,No,Yes,,(EC) 2009/1223
Mesotrione (Iso),104206-82-8,No,No,Yes,,(EU) 2021/1902
Metaflumizone (Iso),"139968-49-3, 852403-68-0",No,No,Yes,,(EU) 2021/850
Metaldehyde,9002-91-9,No,Yes,Yes,,(EC) 2009/1223
Metaldehyde (Iso),108-62-3,No,No,Yes,,(EU) 2021/850
Metamfepramone  And Its Salts,15351-09-4,No,Yes,No,,
Metamfepramone (Inn) And Its Salts,15351-09-4,No,No,Yes,,(EC) 2009/1223
Metazachlor (Iso),67129-08-2,No,No,Yes,,(EU) 2019/831
Metconazole (Iso),125116-23-6,No,No,Yes,,(EU) 2019/831
Metethoheptazine  And Its Salts,509-84-2,No,Yes,No,,
Metethoheptazine (Inn) And Its Salts,509-84-2,No,No,Yes,,(EC) 2009/1223
Metformin  And Its Salts,657-24-9,No,Yes,No,,
Metformin (Inn) And Its Salts,657-24-9,No,No,Yes,,(EC) 2009/1223
Methacrylamide And,,No,No,Yes,,(EC) 2009/1223
Methanediol,463-57-0,No,No,Yes,,(EU) 2019/831
Methapyrilene  And Its Salts,91-80-5,No,Yes,No,,
Methapyrilene (Inn) And Its Salts,91-80-5,No,No,Yes,,(EC) 2009/1223
Metheptazine  And Its Salts,469-78-3,No,Yes,No,,
Metheptazine (Inn) And Its Salts,469-78-3,No,No,Yes,,(EC) 2009/1223
Methocarbamol,532-03-6,No,Yes,No,,
Methocarbamol (Inn),532-03-6,No,No,Yes,,(EC) 2009/1223
Methotrexate,59-05-2,No,Yes,No,,
Methotrexate (Inn),59-05-2,No,No,Yes,,(EC) 2009/1223
Methoxyacetic Acid,625-45-6,No,No,Yes,,(EC) 2009/1223
"Methyl 2-({[4-(Dimethylamino)-6-(2,2,2- Trifluoroethoxy)-1,3,5-Triazin-2- Yl]Carbamoyl}Sulfamoyl)-3- Methylbenzoate",126535-15-7,No,No,Yes,,(EU) 2019/831
"Methyl 3-Chloro-5-{[(4,6- Dimethoxypyrimidin-2-Yl) Carbamoyl]Sulfamoyl}-1- Methyl-1H-Pyrazole-4- Carboxylate",100784-20-1,No,No,Yes,,(EU) 2021/850
Methyl Acetate,592-62-1,No,Yes,No,,
Methyl Alcohol,67-56-1,No,Yes,No,,"化粧品於製造過程中, 如因所需使用之原料或其他因素, 且技術上無法避免, 致含自然殘留微量時, 則其最終製品中所含甲醇(methyl alcohol)之殘留量, 不得超過2000ppm. "
Methyl Ethyl (2-(Hydroxymethylcarbamoyl)Ethyl)Phosphonate,,No,No,Yes,,(EU) 2019/831
Methyl Hydrazine,60-34-4,No,Yes,No,,
Methyl Isocyanate,624-83-9,No,Yes,Yes,,(EC) 2009/1223
Methyl Methacrylate,80-62-6,No,Yes,No,,
Methyl N-(2-{[1-(4-Chlorophenyl)-1H-Pyrazol-3-Yl]Oxymethyl}Phenyl) N-Methoxy Carbamate,175013-18-0,No,No,Yes,,(EU) 2026/78
Methyl N-(Isopropoxycarbonyl)-L-Valyl-(3Rs)-3-(4-Chlorophenyl)-Β-Alaninate,283159-90-0,No,No,Yes,,(EU) 2023/1490
"Methyl Trans-2-Butenoate, When Used As A Fragrance Ingredient",623-43-8,No,No,Yes,,(EC) 2009/1223
Methylene Chloride,75-09-2,No,No,Yes,,(EU) 2019/831
Methylene Glycol,463-57-0,Yes,No,Yes,,Ban Year: 2025 | (EU) 2019/831
Methylenediphenyl Diisocyanate,"101-68-8, 2536-05-2, 5873-54-1, 26447-40-5",No,No,Yes,,(EU) 2019/831
Methylhydrazine,60-34-4,No,No,Yes,,(EU) 2019/831
Methylmercuric Chloride,115-09-3,No,No,Yes,,(EU) 2021/850
Methylolacrylamide,924-42-5,No,No,Yes,,(EU) 2021/1902
Methyloxirane,75-56-9,No,Yes,No,,
Methyloxirane (Propylene Oxide),75-56-9,No,No,Yes,,(EC) 2009/1223
Methylphenidate  And Its Salts,113-45-1,No,Yes,No,,
Methylphenidate (Inn) And Its Salts,113-45-1,No,No,Yes,,(EC) 2009/1223
Methyprylon  And Its Salts,125-64-4,No,Yes,No,,
Methyprylon (Inn) And Its Salts,125-64-4,No,No,Yes,,(EC) 2009/1223
Metosulam (Iso),139528-85-1,No,No,Yes,,(EU) 2019/831
Metyrapone,54-36-4,No,Yes,No,,
Metyrapone (Inn),54-36-4,No,No,Yes,,(EC) 2009/1223
Millerite,"16812-54-7, 11113-75-0, 1314-04-1",No,No,Yes,,(EC) 2009/1223
"Mineral Wool, With The Exception Of Those Specified Elsewhere In This Annex",,No,No,Yes,,(EC) 2009/1223
Mofebutazone,2210-63-1,No,Yes,No,,
Mofebutazone (Inn),2210-63-1,No,No,Yes,,(EC) 2009/1223
Molinate (Iso),2212-67-1,No,No,Yes,,(EC) 2009/1223
Molybdenum Nickel Hydroxide Oxide Phosphate,"7757-95-1, 15851-52-2, 15852-21-8, 68130-36-9",No,No,Yes,,(EU) 2019/831
Molybdenum Nickel Oxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Molybdenum Nickel Tetraoxide,"12004-35-2, 12035-39-1, 12653-76-8, 52502-12-2, 68016-03-5, 70692-93-2, 14177-55-0, 14177-51-6, 68515-84-4, 12031-65-1, 12673-58-4",No,No,Yes,,(EU) 2019/831
Molybdenum Trioxide,1313-27-5,No,No,Yes,,(EU) 2019/831
Monocrotophos,6923-22-4,No,No,Yes,,(EC) 2009/1223
Monofluoroacetamide,640-19-7,No,Yes,No,,
Monuron,150-68-5,No,No,Yes,,(EC) 2009/1223
