retailer,product_name,ingredient_name,cleaned_ingredient_name,gold_ingredient_name,matched_cas_number,Banned_CA,Banned_TW,Banned_EU
Ulta,medicube Zero Pore Pad 2.0,Salicylic Acid,salicylic acid,Salicylic Acid,69-72-7,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Ammonium Acryloyldimethyltaurate/VP Copolymer,ammonium acryloyldimethyltaurate,Ammonium Acryloyldimethyltaurate,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Betaine,betaine,Betaine,107-43-7,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Trehalose,trehalose,Trehalose,99-20-7,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Polyglyceryl-10 Laurate,polyglyceryl-10 laurate,Polyglyceryl-10 Laurate,34406-66-1,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Ethylhexylglycerin,ethylhexylglycerin,Ethylhexylglycerin,70445-33-9,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Glycerin,glycerin,Glycerin,56-81-5,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Allantoin,allantoin,Allantoin,97-59-6,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Polyglyceryl-10 Myristate,polyglyceryl-10 myristate,Polyglyceryl-10 Myristate,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Disodium EDTA,disodium edta,Disodium Edta,139-33-3,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Butylene Glycol,butylene glycol,Butylene Glycol,107-88-0,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Sodium Hyaluronate,sodium hyaluronate,Hydrolyzed Sodium Hyaluronate,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Betaine Salicylate,betaine salicylate,Betaine Salicylate,17671-53-3,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Citrus Aurantium Dulcis (Orange) Peel Oil,citrus aurantium dulcis peel oil,Citrus Aurantium Dulcis Oil,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Citrus Limon (Lemon) Peel Oil,citrus limon peel oil,Citrus Limon Peel Oil,8008-56-8,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Citrus Grandis (Grapefruit) Peel Oil,citrus grandis peel oil,Citrus Grandis Peel Oil,90045-43-5,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Citrus Aurantium Bergamia (Bergamot) Fruit Oil,citrus aurantium bergamia fruit oil,Citrus Aurantium Bergamia Fruit Oil,8007-75-8,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Rosmarinus Officinalis (Rosemary) Leaf Oil,rosmarinus officinalis leaf oil,Rosmarinus Officinalis Leaf Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Eucalyptus Globulus Leaf Oil,eucalyptus globulus leaf oil,Eucalyptus Citriodora Oil,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Lavandula Angustifolia (Lavender) Oil,lavandula angustifolia oil,Lavandula Angustifolia Oil,8000-28-0,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Vitis Vinifera (Grape) Fruit Extract,vitis vinifera fruit extract,Vitis Vinifera Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Citrus Aurantifolia (Lime) Fruit Extract,citrus aurantifolia fruit extract,Citrus Aurantifolia Fruit Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Citrus Limon (Lemon) Fruit Extract,citrus limon fruit extract,Citrus Limon Fruit Extract,92346-89-9,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Pyrus Malus (Apple) Fruit Extract,pyrus malus fruit extract,Pyrus Malus Fruit Extract,85251-63-4,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Citrus Aurantium Dulcis (Orange) Fruit Extract,citrus aurantium dulcis fruit extract,Citrus Aurantium Dulcis Fruit Extract,8028-48-6,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Ethyl Hexanediol,ethyl hexanediol,Ethyl Hexanediol,94-96-2,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Centella Asiatica Extract,centella asiatica extract,Centella Asiatica Extract,84696-21-9,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Salix Alba (Willow) Bark Extract,salix alba bark extract,Salix Alba Bark Extract,84082-82-6,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Origanum Vulgare Leaf Extract,origanum vulgare leaf extract,Origanum Vulgare Leaf Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Chamaecyparis Obtusa Leaf Extract,chamaecyparis obtusa leaf extract,Chamaecyparis Obtusa Leaf Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Lactobacillus/Soybean Ferment Extract,lactobacillus,Lactobacillus,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Cinnamomum Cassia Bark Extract,cinnamomum cassia bark extract,Cinnamomum Cassia Bark Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Scutellaria Baicalensis Root Extract,scutellaria baicalensis root extract,Scutellaria Baicalensis Root Extract,94279-99-9,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Portulaca Oleracea Extract,portulaca oleracea extract,Portulaca Oleracea Extract,90083-07-1,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Oenothera Biennis (Evening Primrose) Flower Extract,oenothera biennis flower extract,Oenothera Biennis Flower Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Pinus Palustris Leaf Extract,pinus palustris leaf extract,Pinus Palustris Leaf Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Ulmus Davidiana Root Extract,ulmus davidiana root extract,Ulmus Davidiana Root Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Pueraria Lobata Root Extract,pueraria lobata root extract,Pueraria Lobata Root Extract,,No,No,No
Ulta,medicube Zero Pore Pad 2.0,Limonene,limonene,Limonene,138-86-3,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Aqua/Water/Eau,aqua,Aqua,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Saccharomyces/Rice Ferment Filtrate,saccharomyces,Saccharomyces,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Glycerin,glycerin,Glycerin,56-81-5,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Propanediol,propanediol,Propanediol,26264-14-2,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Dimethicone,dimethicone,Dimethicone,9006-65-9,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Squalane,squalane,Squalane,111-01-3,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Diisostearyl Malate,diisostearyl malate,Diisostearyl Malate,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Behenyl Alcohol,behenyl alcohol,Behenyl Alcohol,661-19-8,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Myristyl Myristate,myristyl myristate,Myristyl Myristate,3234-85-3,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Dipentaerythrityl Hexahydroxystearate,dipentaerythrityl hexahydroxystearate,Dipentaerythrityl Hexahydroxystearate,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Bis-Diglyceryl Polyacyladipate-2,bis-diglyceryl polyacyladipate-2,Bis-Diglyceryl Polyacyladipate-2,82249-33-0,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Tridecyl Trimellitate,tridecyl trimellitate,Tridecyl Trimellitate,94109-09-8,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Inositol,inositol,Inositol,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Sorbitan Tristearate,sorbitan tristearate,Sorbitan Tristearate,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Beheneth-20,beheneth-20,Beheneth-20,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Camellia Sinensis Leaf Extract,camellia sinensis leaf extract,Camellia Sinensis Leaf Extract,84650-60-2,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Cladosiphon Okamuranus Extract,cladosiphon okamuranus extract,Cladosiphon Okamuranus Extract,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Chondrus Crispus Extract,chondrus crispus extract,Chondrus Crispus,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Betaphycus Gelatinum Extract,betaphycus gelatinum extract,Betaphycus Gelatinum Extract,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Oryza Sativa (Rice) Bran Extract,oryza sativa bran extract,Oryza Sativa Bran Extract,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Panax Ginseng Root Extract,panax ginseng root extract,Panax Ginseng Root Extract,84650-12-4,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Origanum Majorana Leaf Extract,origanum majorana leaf extract,Origanum Majorana Leaf Extract,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Thymus Serpyllum Extract,thymus serpyllum extract,Thymus Serpyllum Extract,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Malva Sylvestris (Mallow) Flower Extract,malva sylvestris flower extract,Malva Sylvestris Flower Extract,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Sodium Hyaluronate,sodium hyaluronate,Hydrolyzed Sodium Hyaluronate,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Gold,gold,Gold,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Sericin,sericin,Sericin,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Phytosteryl Macadamiate,phytosteryl macadamiate,Phytosteryl Macadamiate,68990-51-2,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Tocopherol,tocopherol,Tocopherol,54-28-4,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,hydroxyethyl acrylate,Hydroxyethyl Acrylate,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Sorbitan Isostearate,sorbitan isostearate,Sorbitan Isostearate,71902-01-7,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Polysorbate 60,polysorbate 60,Polysorbate 60,9005-67-8,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Butylene Glycol,butylene glycol,Butylene Glycol,107-88-0,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Dimethicone/Vinyl Dimethicone Crosspolymer,dimethicone,Dimethicone,9006-65-9,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Sodium Benzoate,sodium benzoate,Sodium Benzoate,532-32-1,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Gluconolactone,gluconolactone,Gluconolactone,90-80-2,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Ethylhexylglycerin,ethylhexylglycerin,Ethylhexylglycerin,70445-33-9,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Parfum/Fragrance,parfum,Parfum,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Alcohol,alcohol,Alcohol,64-17-5,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Phenoxyethanol,phenoxyethanol,Phenoxyethanol,122-99-6,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Citral,citral,Citral,5392-40-5,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Limonene,limonene,Limonene,138-86-3,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Linalool,linalool,Linalool,78-70-6,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Mica,mica,Mica,12001-26-2,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Tin Oxide,tin oxide,Tin Oxide,18282-10-5,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Titanium Dioxide (CI 77891),titanium dioxide,Ci 77891,,No,No,No
Ulta,TATCHA The Dewy Skin Cream,Violet 2 (CI 60725),violet 2,Violet 2,,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Water (La Roche-Posay Prebiotic Thermal Water),water,Onsen-Sui,,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Glycerin,glycerin,Glycerin,56-81-5,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Dimethicone,dimethicone,Dimethicone,9006-65-9,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Hydrogenated Polyisobutene,hydrogenated polyisobutene,Hydrogenated Polyisobutene,40921-86-6,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Niacinamide,niacinamide,Niacinamide,98-92-0,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Ammonium Polyacryloyldimethyl Taurate,ammonium polyacryloyldimethyl taurate,Ammonium Polyacryloyldimethyl Taurate,62152-14-1,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Myristyl Myristate,myristyl myristate,Myristyl Myristate,3234-85-3,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Stearic Acid,stearic acid,Stearic Acid,57-11-4,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Ceramide NP,ceramide np,Ceramide Np,72968-43-5,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Potassium Cetyl Phosphate,potassium cetyl phosphate,Potassium Cetyl Phosphate,84861-79-0,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Isobutane,isobutane,Isobutane,75-28-5,No,No,Yes
Ulta,La Roche-Posay Toleriane Double Repair,Glyceryl Stearate SE,glyceryl stearate se,Glyceryl Stearate Se,11099-07-3,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Sodium Hydroxide,sodium hydroxide,Sodium Hydroxide,1310-73-2,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Myristic Acid,myristic acid,Myristic Acid,544-63-8,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Palmitic Acid,palmitic acid,Palmitic Acid,57-10-3,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Capryloyl Glycine,capryloyl glycine,Capryloyl Glycine,,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Caprylyl Glycol,caprylyl glycol,Caprylyl Glycol,1117-86-8,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Xanthan Gum,xanthan gum,Xanthan Gum,11138-66-2,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,T-Butyl Alcohol,t-butyl alcohol,T-Butyl Alcohol,75-65-0,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Acrylonitrile,acrylonitrile,Acrylonitrile,,No,Yes,Yes
Ulta,La Roche-Posay Toleriane Double Repair,Methyl Methacrylate,methyl methacrylate,Methyl Methacrylate,,No,Yes,No
Ulta,La Roche-Posay Toleriane Double Repair,Vinylidene Chloride Copolymer,vinylidene chloride copolymer,Vinylidene Chloride Copolymer,,No,No,No
Ulta,La Roche-Posay Toleriane Double Repair,Tocopherol,tocopherol,Tocopherol,54-28-4,No,No,No
